3.621599999999999930e+00,8.666100000000000136e+00,-2.807300000000000129e+00,-4.469899999999999984e-01,0.000000000000000000e+00
4.545899999999999608e+00,8.167400000000000659e+00,-2.458600000000000119e+00,-1.462099999999999955e+00,0.000000000000000000e+00
3.866000000000000103e+00,-2.638300000000000090e+00,1.924199999999999910e+00,1.064500000000000030e-01,0.000000000000000000e+00
3.456599999999999895e+00,9.522800000000000153e+00,-4.011199999999999655e+00,-3.594399999999999817e+00,0.000000000000000000e+00
3.292399999999999771e-01,-4.455199999999999605e+00,4.571799999999999642e+00,-9.888000000000000123e-01,0.000000000000000000e+00
4.368400000000000283e+00,9.671799999999999287e+00,-3.960599999999999898e+00,-3.162500000000000089e+00,0.000000000000000000e+00
3.591200000000000170e+00,3.012900000000000134e+00,7.288799999999999724e-01,5.642099999999999893e-01,0.000000000000000000e+00
2.092200000000000060e+00,-6.809999999999999609e+00,8.463599999999999568e+00,-6.021600000000000286e-01,0.000000000000000000e+00
3.203199999999999825e+00,5.758799999999999919e+00,-7.534499999999999531e-01,-6.125099999999999989e-01,0.000000000000000000e+00
1.535600000000000076e+00,9.177199999999999136e+00,-2.271799999999999820e+00,-7.353499999999999481e-01,0.000000000000000000e+00
1.224699999999999900e+00,8.777900000000000702e+00,-2.213499999999999801e+00,-8.064700000000000202e-01,0.000000000000000000e+00
3.989900000000000002e+00,-2.706599999999999895e+00,2.394600000000000062e+00,8.629099999999999548e-01,0.000000000000000000e+00
1.899299999999999988e+00,7.662499999999999645e+00,1.539399999999999935e-01,-3.110799999999999788e+00,0.000000000000000000e+00
-1.576799999999999979e+00,1.084299999999999997e+01,2.546199999999999797e+00,-2.936199999999999921e+00,0.000000000000000000e+00
3.403999999999999915e+00,8.726100000000000634e+00,-2.991499999999999826e+00,-5.724200000000000399e-01,0.000000000000000000e+00
4.676499999999999879e+00,-3.389499999999999957e+00,3.489599999999999813e+00,1.477100000000000080e+00,0.000000000000000000e+00
2.671899999999999942e+00,3.064599999999999991e+00,3.715800000000000214e-01,5.861899999999999888e-01,0.000000000000000000e+00
8.035499999999999865e-01,2.847300000000000164e+00,4.343899999999999650e+00,6.017000000000000126e-01,0.000000000000000000e+00
1.447899999999999965e+00,-4.879400000000000404e+00,8.342800000000000438e+00,-2.108600000000000030e+00,0.000000000000000000e+00
5.242300000000000182e+00,1.102720000000000056e+01,-4.352999999999999758e+00,-4.101300000000000168e+00,0.000000000000000000e+00
5.786699999999999733e+00,7.890200000000000102e+00,-2.619600000000000151e+00,-4.870800000000000129e-01,0.000000000000000000e+00
3.291999999999999926e-01,-4.455199999999999605e+00,4.571799999999999642e+00,-9.888000000000000123e-01,0.000000000000000000e+00
3.936199999999999921e+00,1.016220000000000034e+01,-3.823500000000000121e+00,-4.017199999999999882e+00,0.000000000000000000e+00
9.358400000000000052e-01,8.885500000000000398e+00,-1.683100000000000041e+00,-1.659899999999999931e+00,0.000000000000000000e+00
4.433799999999999741e+00,9.887000000000000455e+00,-4.679499999999999993e+00,-3.748299999999999965e+00,0.000000000000000000e+00
7.056999999999999940e-01,-5.498099999999999987e+00,8.336800000000000210e+00,-2.871500000000000163e+00,0.000000000000000000e+00
1.143199999999999994e+00,-3.741299999999999848e+00,5.577700000000000102e+00,-6.357800000000000118e-01,0.000000000000000000e+00
-3.821399999999999797e-01,8.390900000000000247e+00,2.162399999999999878e+00,-3.740499999999999936e+00,0.000000000000000000e+00
6.563299999999999912e+00,9.818699999999999761e+00,-4.411299999999999777e+00,-3.225800000000000001e+00,0.000000000000000000e+00
4.890600000000000058e+00,-3.358400000000000052e+00,3.420199999999999907e+00,1.090500000000000025e+00,0.000000000000000000e+00
-2.481099999999999972e-01,-1.779699999999999893e-01,4.906799999999999606e+00,1.542900000000000105e-01,0.000000000000000000e+00
